Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,First_Flr_SF,Second_Flr_SF,Bedroom_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Area,Garage_Cond,Wood_Deck_SF,Mo_Sold,Year_Sold,Bsmt_Baths,Baths,Total_SF_Floors,Porch_Area,Mean_Price_Neigh,MS_SubClass_One_Story_1945_and_Older,MS_Zoning_Residential_Low_Density,Lot_Shape_Regular,Land_Contour_HLS,Lot_Config_Corner,Lot_Config_Inside,Land_Slope_Gtl,Roof_Style_Gable,Exterior_1st_Wd Sdng,Exterior_2nd_MetalSd,Exterior_2nd_VinylSd,Mas_Vnr_Type_Stone,Foundation_CBlock,Central_Air_N,Garage_Type_Attchd,Garage_Finish_RFn,Paved_Drive_Dirt_Gravel,Paved_Drive_Paved,Sale_Type_WD ,Sale_Condition_Abnorml,Sale_Condition_Family,Sale_Condition_Normal,Sale_Price
62,10042,4,7,1920,1995,0,0,1,2,2,1,2,4,238,660,1,740,125,2,1,4,1,4,216,2,0,8,2007,1.0,1.0,865.0,85.0,130843.38144329896,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,108500
0,12735,2,3,1972,1972,0,0,1,2,2,1,4,2,264,864,1,864,0,3,1,5,0,0,576,2,216,4,2008,0.0,1.0,864.0,0.0,145097.34988713317,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,111250
70,11184,4,3,1978,1978,92,0,1,2,2,1,2,4,192,918,3,918,765,3,1,7,1,2,440,2,243,7,2009,0.0,3.0,1683.0,0.0,136751.1523178808,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,172500
80,8800,4,6,1963,1963,156,0,3,2,2,4,6,3,173,936,4,1054,0,3,3,6,0,0,480,2,120,5,2010,1.0,1.0,1054.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,137500
60,8281,3,3,1965,1965,0,0,1,2,2,1,3,6,0,864,3,864,0,3,1,5,1,1,360,2,0,12,2009,0.0,1.0,864.0,237.0,136751.1523178808,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,62383
88,14175,4,7,1956,1956,0,0,1,2,4,4,6,3,212,988,1,1188,0,1,1,4,1,2,621,2,102,6,2008,1.0,1.0,1188.0,321.0,136751.1523178808,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,185000
59,8263,4,3,1920,1950,0,0,1,2,2,1,1,7,1012,1012,1,1012,0,2,1,6,1,4,308,2,0,5,2007,0.0,1.0,1012.0,135.0,103752.90322580644,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,118400
0,8174,6,3,2003,2003,0,2,1,4,2,1,6,3,204,698,4,698,644,3,3,7,1,2,393,2,100,5,2009,1.0,3.0,1342.0,57.0,190646.57575757572,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,178000
47,4608,2,4,1945,1950,0,0,3,2,2,1,1,7,747,747,1,747,0,2,1,4,0,0,220,2,0,6,2010,0.0,1.0,747.0,0.0,123991.89121338911,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,80000
90,11988,4,4,1957,1957,0,0,1,2,2,1,3,6,467,1244,4,1244,0,3,1,6,2,4,336,2,0,5,2007,0.0,2.0,1244.0,41.0,145097.34988713317,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,150000
72,8640,7,3,2009,2009,72,2,1,4,2,2,6,3,364,1300,4,1314,0,3,3,6,0,0,552,2,135,9,2009,1.0,2.0,1314.0,113.0,229707.32417582415,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,229456
36,3640,7,3,1980,1980,0,2,1,4,2,4,6,3,176,1036,1,1036,0,1,3,4,1,2,484,2,133,9,2006,1.0,1.0,1036.0,109.0,193531.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,188000
0,32668,4,5,1957,1975,0,2,1,2,2,1,3,6,816,2035,1,2515,0,4,1,9,2,2,484,2,0,3,2007,1.0,3.0,2515.0,201.0,207550.83495145632,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,200624
0,7980,4,6,1992,2007,0,0,3,4,2,1,5,1,233,1168,4,1187,0,3,1,6,0,0,420,2,483,3,2010,1.0,2.0,1187.0,22.0,190646.57575757572,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,185000
78,9316,6,3,2005,2005,532,2,1,4,2,3,1,7,784,784,4,784,812,3,3,6,0,0,610,2,144,6,2006,0.0,3.0,1596.0,46.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,181000
56,3153,3,4,1920,1990,0,0,1,2,2,1,1,7,967,967,3,967,0,2,1,5,1,4,180,2,0,7,2007,0.0,1.0,967.0,27.0,123991.89121338911,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,99900
0,7703,4,7,1978,1978,40,0,1,4,2,4,5,1,0,450,4,1034,0,3,1,6,1,1,504,2,311,5,2008,1.0,1.0,1034.0,0.0,136751.1523178808,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,153000
90,7993,6,3,2008,2009,0,2,1,5,2,1,1,7,1436,1436,4,1436,0,3,3,6,0,0,529,2,0,10,2009,0.0,2.0,1436.0,122.0,229707.32417582415,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,225000
86,13286,8,3,2007,2008,340,3,1,5,2,1,6,3,464,1698,4,1698,0,3,4,8,1,4,768,2,327,2,2009,1.0,2.0,1698.0,65.0,130843.38144329896,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,320000
95,12182,6,3,2005,2005,226,2,1,4,2,2,4,2,340,1541,4,1541,0,3,3,7,1,4,532,2,0,5,2010,0.0,2.0,1541.0,71.0,322018.265060241,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,220000
60,12180,2,2,1941,1950,0,0,2,4,2,1,4,2,324,672,2,672,252,2,2,5,0,0,280,2,0,7,2010,1.0,1.0,924.0,0.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,80000
50,6000,4,4,1940,1950,0,0,3,2,2,1,2,4,308,572,4,848,348,3,1,6,2,4,576,2,0,3,2010,1.0,2.0,1196.0,0.0,124756.25,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,128000
75,9803,6,3,2005,2005,0,2,1,4,2,1,6,3,466,866,3,866,902,3,3,7,0,0,603,2,0,2,2008,0.0,3.0,1768.0,109.0,229707.32417582415,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,226700
50,5925,1,2,1940,1950,0,0,3,0,0,0,0,5,0,0,2,612,0,1,1,4,0,0,308,3,0,10,2009,0.0,1.0,612.0,26.0,123991.89121338911,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,45000
69,9143,3,6,1900,2003,0,0,1,2,2,1,1,7,346,346,4,709,308,2,1,5,0,0,308,2,0,5,2008,0.0,1.0,1017.0,140.0,123991.89121338911,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,114000
0,13006,6,3,1997,1997,285,0,1,4,2,1,1,7,964,964,3,993,1243,4,3,8,1,2,642,2,0,11,2006,0.0,3.0,2236.0,0.0,190646.57575757572,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,222000
63,7560,3,3,1971,1971,0,0,1,4,2,1,3,6,132,864,1,864,0,3,1,5,0,0,576,2,0,5,2008,1.0,1.0,864.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,123000
40,4280,3,4,1913,2002,0,0,1,2,2,1,2,4,75,440,1,694,0,2,3,4,1,4,352,2,0,3,2007,0.0,1.0,694.0,35.0,207550.83495145632,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,90350
65,6040,2,3,1955,1955,0,0,1,0,0,0,0,5,0,0,1,1152,0,2,2,6,0,0,0,0,0,6,2008,0.0,2.0,1152.0,0.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,82000
68,9928,6,7,1915,1994,0,0,3,2,2,1,1,7,672,672,2,1272,672,3,1,8,0,0,216,2,24,6,2009,0.0,2.0,1944.0,29.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,179900
86,5160,2,4,1923,1950,0,0,3,4,3,3,4,2,46,858,1,892,0,1,3,5,0,0,0,0,0,7,2009,1.0,1.0,892.0,105.0,103752.90322580644,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,70000
77,9510,4,3,1962,1985,161,0,1,2,2,1,5,1,434,1135,4,1207,0,3,1,6,0,0,264,2,0,5,2006,0.0,2.0,1207.0,241.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,147000
99,5940,2,6,1946,1950,0,0,1,0,0,0,0,0,0,0,1,896,0,2,1,4,0,0,280,2,0,4,2008,0.0,1.0,896.0,0.0,124756.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,79000
110,8472,3,3,1963,1963,0,1,1,4,2,4,2,4,0,816,1,816,0,2,1,5,0,0,516,2,106,5,2010,1.0,1.0,816.0,0.0,103752.90322580644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,110000
60,9600,3,4,1948,1950,264,0,1,2,2,1,3,6,936,1212,3,1226,442,3,1,6,0,0,240,2,0,5,2006,1.0,1.0,1668.0,141.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,135000
0,22692,3,3,1953,1953,0,0,1,2,2,1,3,6,486,1073,1,1630,0,3,1,6,1,2,649,2,0,3,2007,0.0,2.0,1630.0,65.0,130843.38144329896,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130000
136,11675,7,3,1998,1998,495,2,1,4,2,3,6,3,322,1982,4,2006,0,2,3,5,1,2,938,2,144,7,2008,1.0,2.0,2006.0,34.0,330319.1267605634,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,350000
57,7449,6,6,1930,1950,0,0,1,2,2,1,1,7,637,637,4,1108,0,3,3,6,1,4,280,2,0,6,2007,0.0,1.0,1108.0,206.0,103752.90322580644,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,139400
84,11340,4,3,1923,1950,0,0,1,2,2,1,1,7,1200,1200,1,1200,0,4,1,7,0,0,312,3,0,3,2006,0.0,1.0,1200.0,229.0,123991.89121338911,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,125000
0,11855,6,3,2000,2000,23,0,1,5,2,1,6,3,348,1168,4,1168,1619,6,1,8,2,2,820,2,312,10,2009,2.0,6.0,2787.0,0.0,184070.184,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,269500
65,8450,3,7,1965,2009,0,0,3,2,2,1,6,3,224,894,4,894,0,3,1,5,1,4,336,2,416,4,2010,1.0,1.0,894.0,145.0,136751.1523178808,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,138500
91,10437,7,4,1995,1995,660,2,3,4,2,4,6,3,413,2109,4,2113,0,2,3,7,1,2,839,2,236,8,2008,1.0,3.0,2113.0,47.0,330319.1267605634,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,350000
61,7740,8,3,2006,2006,518,2,1,5,4,1,6,3,663,1686,4,1686,0,1,4,6,1,4,899,2,266,6,2006,1.0,2.0,1686.0,101.0,322018.265060241,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,332200
88,12665,7,3,2005,2006,245,2,1,4,4,4,1,7,1094,1094,4,1133,1349,4,3,9,1,4,642,2,144,2,2007,0.0,3.0,2482.0,40.0,246599.54166666663,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,281213
76,9120,4,4,1974,1974,270,2,1,2,2,1,5,1,459,901,1,943,933,4,3,8,1,2,540,2,0,7,2008,0.0,3.0,1876.0,70.0,188406.90839694656,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,185000
71,7350,3,4,1958,1958,0,0,1,2,2,1,1,7,1041,1041,3,1041,0,3,1,6,0,0,294,2,0,3,2009,0.0,1.0,1041.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,128000
80,9600,4,3,1950,1950,0,0,1,2,2,1,4,2,752,1032,1,1032,220,3,1,6,0,0,288,2,0,4,2008,0.0,1.0,1252.0,97.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,119000
68,9520,2,3,1953,1953,115,0,1,4,2,1,3,6,144,911,1,930,0,2,1,5,0,0,286,2,134,5,2008,0.0,1.0,930.0,0.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,99000
63,7628,2,4,1940,1985,0,0,3,2,2,1,1,7,801,801,3,1095,561,2,1,8,0,0,440,2,187,5,2008,0.0,2.0,1656.0,0.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,119164
66,6760,3,3,1962,1962,0,0,1,2,2,3,5,1,162,896,1,936,0,3,1,6,1,1,288,2,24,10,2007,1.0,1.0,936.0,251.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,130000
0,9453,6,6,1993,2003,0,2,1,4,2,1,4,2,594,996,4,1014,730,3,3,7,0,0,457,2,370,2,2010,0.0,3.0,1744.0,309.0,184070.184,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,194500
70,9100,6,3,2001,2001,0,2,1,4,2,1,1,7,1212,1212,4,1212,0,3,3,6,0,0,573,2,356,6,2009,0.0,2.0,1212.0,0.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,178000
80,10032,4,3,1959,1959,432,0,1,2,2,1,3,6,510,1244,4,1580,0,3,1,6,2,4,440,2,0,6,2010,1.0,2.0,1580.0,28.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,159500
0,16647,3,3,1975,1981,0,0,1,4,2,4,5,1,0,1390,1,1701,0,3,1,6,2,2,611,2,0,1,2007,1.0,2.0,1701.0,0.0,136751.1523178808,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,171000
80,9024,4,3,2004,2004,0,2,1,4,2,1,1,7,789,789,4,813,702,3,3,8,1,4,393,2,0,7,2008,0.0,3.0,1515.0,76.0,190646.57575757572,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,179000
65,8125,7,3,2008,2009,288,2,1,4,2,1,1,7,1836,1836,4,1836,0,3,3,8,1,4,517,2,0,10,2009,0.0,2.0,1836.0,176.0,229707.32417582415,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,264500
98,12328,7,3,2005,2005,146,2,1,5,2,2,6,3,163,1149,4,1164,1377,4,4,10,1,4,729,2,120,7,2007,1.0,4.0,2541.0,33.0,324229.1960784314,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,349265
0,7758,3,6,1962,2001,0,0,3,2,2,1,5,1,411,999,3,999,0,3,3,6,0,0,264,2,0,3,2007,1.0,1.0,999.0,133.0,136751.1523178808,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,132500
99,7094,3,3,1966,1966,0,0,1,2,2,1,3,6,340,894,1,894,0,3,1,5,0,0,384,2,0,5,2007,0.0,1.0,894.0,0.0,136751.1523178808,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,125000
32,2880,6,3,2004,2005,0,2,1,4,2,1,1,7,1376,1376,4,1376,1629,3,3,9,1,2,704,2,0,7,2009,0.0,3.0,3005.0,178.0,229707.32417582415,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,280750
71,9520,7,3,2007,2008,338,2,1,4,2,4,6,3,125,1638,4,1646,0,3,3,7,1,4,800,2,192,4,2008,1.0,2.0,1646.0,45.0,246599.54166666663,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,293077
74,9620,4,6,1977,1977,0,0,1,2,2,1,5,1,564,1243,1,1285,0,3,3,6,1,3,473,2,375,5,2010,1.0,2.0,1285.0,27.0,162226.63157894736,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,190000
21,1680,4,3,1973,1973,158,0,1,2,2,1,4,2,153,483,1,483,504,2,1,5,0,0,264,2,0,11,2008,1.0,2.0,987.0,0.0,105608.33333333331,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,100000
80,10400,6,3,1976,1976,189,0,1,4,2,1,1,7,1090,1090,1,1370,0,3,1,6,1,2,479,2,0,6,2009,0.0,2.0,1370.0,0.0,188406.90839694656,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,152000
78,10206,7,3,2007,2007,468,0,1,4,2,1,6,3,1530,1563,4,1563,0,3,3,6,1,4,758,2,144,10,2008,0.0,2.0,1563.0,100.0,229707.32417582415,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,245000
40,3606,6,3,2006,2007,0,2,1,5,4,1,6,3,415,1352,4,1352,0,2,3,5,1,4,466,2,0,8,2007,1.0,2.0,1352.0,242.0,229707.32417582415,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,194000
85,10667,4,4,1971,1971,302,0,1,2,2,1,4,2,749,1587,1,1587,0,3,1,7,1,4,525,2,0,3,2007,0.0,2.0,1587.0,45.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,167300
80,8400,4,8,1962,2005,237,2,3,2,2,1,1,7,1319,1319,1,1537,0,3,3,7,1,4,462,2,0,7,2008,1.0,2.0,1537.0,37.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,174000
80,9600,6,3,1974,1974,252,0,1,2,2,1,5,1,467,1165,3,1165,896,4,1,8,1,2,498,2,0,5,2009,1.0,3.0,2061.0,77.0,188406.90839694656,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,168500
0,8755,6,3,1999,1999,298,2,1,4,2,1,5,1,220,992,4,1022,1038,3,3,8,1,2,390,2,0,6,2009,1.0,3.0,2060.0,169.0,190646.57575757572,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,214000
0,9991,2,2,1976,1993,0,0,1,2,2,1,4,2,165,1281,4,1620,0,3,1,8,1,2,490,2,120,6,2009,1.0,2.0,1620.0,79.0,136751.1523178808,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,150000
80,9200,7,3,1998,1998,473,2,1,4,2,1,6,3,484,1470,3,1470,1160,4,3,8,1,2,696,2,0,6,2008,1.0,3.0,2630.0,67.0,330319.1267605634,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,315000
0,12493,2,3,1960,1960,0,0,1,2,2,1,5,1,375,1100,1,1100,0,3,1,6,1,1,312,2,355,4,2008,1.0,1.0,1100.0,0.0,145097.34988713317,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,141000
38,7840,4,3,1975,1975,355,0,1,4,2,4,6,3,0,976,1,1012,0,4,1,4,0,0,0,0,0,10,2006,2.0,2.0,1012.0,0.0,130843.38144329896,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,127500
