MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Bsmt_Baths,Baths,Total_SF_Floors,Pool_Presence,Porch_Presence,Porch_Area,Mean_Price_Neigh,Actual Value,Predicted Value,Difference
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,13526,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,4,1965,1965,Hip,1,HdBoard,Plywood,BrkFace,114,0,1,CBlock,2,2,1,4,2,2,375,0,935,GasA,1,Y,935,0,0,3,1,1,5,Typ,0,0,Attchd,Unf,288,2,2,Paved,180,None,0,11,2006,WD ,Normal,1.0,1.0,935.0,0.0,0.0,0.0,136751.1523178808,137000,130596.33741028095,6403.662589719053
Two_Story_1946_and_Newer,Residential_Low_Density,78,9978,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Gilbert,Norm,1,OneFam,Two_Story,4,4,1998,1998,Gable,1,VinylSd,VinylSd,BrkFace,20,0,1,PConc,2,2,1,6,3,1,0,324,926,GasA,4,Y,926,678,0,3,1,3,7,Typ,1,4,Attchd,Fin,470,2,2,Paved,360,None,0,6,2010,WD ,Normal,0.0,3.0,1604.0,0.0,1.0,37.0,190646.57575757572,195500,195642.43643972513,142.43643972513382
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,9600,1,0,Regular,Lvl,1,Corner,Gtl,Edwards,Artery,1,OneFam,One_and_Half_Fin,4,3,1924,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,2,2,1,1,7,1,0,572,572,Grav,2,N,572,524,0,2,1,1,5,Typ,0,0,No_Garage,No_Garage,0,0,0,Dirt_Gravel,0,None,0,4,2008,WD ,Normal,0.0,1.0,1096.0,0.0,1.0,137.0,130843.38144329896,79000,85306.07627609427,6306.076276094274
Split_or_Multilevel,Residential_Low_Density,85,9350,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,SLvl,3,7,1965,1999,Gable,1,BrkFace,BrkFace,None,0,0,3,PConc,2,2,4,5,1,1,0,586,1219,GasA,3,Y,1265,0,0,3,1,3,6,Typ,1,4,Attchd,RFn,502,2,2,Paved,0,None,0,10,2008,WD ,Normal,1.0,2.0,1265.0,0.0,1.0,189.0,145097.34988713317,179900,174966.351977466,4933.648022534006
Two_Story_1946_and_Newer,Residential_Low_Density,92,12003,1,0,Regular,Lvl,1,Corner,Gtl,Timberland,Norm,1,OneFam,Two_Story,7,3,2009,2010,Gable,1,VinylSd,VinylSd,BrkFace,84,2,1,PConc,5,2,1,1,7,1,0,774,774,GasA,4,Y,774,1194,0,4,1,4,8,Typ,1,4,BuiltIn,Fin,680,2,2,Paved,0,None,0,5,2010,New,Partial,0.0,3.0,1968.0,0.0,1.0,76.0,246599.54166666663,269500,275598.37361951324,6098.373619513237
Two_Story_1946_and_Newer,Residential_Low_Density,80,10791,1,0,Regular,Lvl,1,Inside,Gtl,Northwest_Ames,Norm,1,OneFam,Two_Story,4,3,1993,1993,Gable,1,MetalSd,MetalSd,None,0,0,1,PConc,4,2,2,6,3,1,0,143,1280,GasA,4,Y,1280,1215,0,4,1,3,9,Typ,1,2,Attchd,Unf,660,2,2,Paved,224,None,0,3,2010,WD ,Normal,1.0,3.0,2495.0,0.0,1.0,33.0,188406.90839694656,243500,241993.2047916096,1506.7952083903947
Two_Story_1946_and_Newer,Residential_Low_Density,63,8199,1,0,Regular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,Two_Story,6,3,2005,2005,Gable,1,WdShing,Wd Shng,None,0,2,1,PConc,4,2,3,6,3,1,0,80,728,GasA,4,Y,728,728,0,3,1,3,7,Typ,1,4,Attchd,Fin,410,2,2,Paved,36,None,0,10,2008,WD ,Normal,1.0,3.0,1456.0,0.0,1.0,19.0,201803.43445692884,189000,194377.59591912667,5377.595919126674
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,64,8334,1,0,Regular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,One_Story,4,3,2006,2007,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,1,7,1,0,1330,1330,GasA,4,Y,1330,0,0,3,1,3,6,Typ,1,4,Attchd,Fin,437,2,2,Paved,0,None,0,7,2007,New,Partial,0.0,2.0,1330.0,0.0,1.0,24.0,201803.43445692884,167840,176597.76845588608,8757.768455886078
Split_or_Multilevel,Residential_Low_Density,0,14115,1,0,Regular,Lvl,1,Inside,Gtl,Northwest_Ames,Norm,1,OneFam,SLvl,6,3,1980,1980,Gable,1,Plywood,Plywood,BrkFace,225,0,1,CBlock,4,2,3,6,3,1,0,336,1372,GasA,1,Y,1472,0,0,3,1,1,6,Typ,2,2,Attchd,Unf,588,2,2,Paved,233,None,0,6,2009,WD ,Normal,1.0,2.0,1472.0,0.0,1.0,49.0,188406.90839694656,187500,207307.59126083562,19807.591260835616
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,11520,1,0,Regular,Lvl,1,Inside,Gtl,Northridge_Heights,PosN,1,OneFam,One_Story,8,3,2005,2005,Hip,1,VinylSd,VinylSd,BrkFace,615,2,1,PConc,5,2,1,6,3,1,0,1588,1698,GasA,4,Y,1698,0,0,3,1,4,7,Typ,1,4,Attchd,Fin,730,2,2,Paved,192,None,0,6,2010,WD ,Normal,0.0,2.0,1698.0,0.0,1.0,75.0,322018.265060241,275000,311595.0210563434,36595.021056343394
Two_and_Half_Story_All_Ages,Residential_Low_Density,60,6204,1,0,Regular,Bnk,1,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,1,OneFam,Two_and_Half_Fin,2,3,1912,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,2,1,PConc,2,3,1,1,7,1,0,795,795,GasA,1,N,954,795,481,5,1,1,10,Typ,0,0,Detchd,Unf,440,2,4,Paved,0,None,0,3,2006,WD ,Normal,1.0,1.0,1749.0,0.0,1.0,189.0,135071.9375,118500,119551.67833090379,1051.6783309037855
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,120,10356,1,0,Regular,Lvl,1,Corner,Gtl,College_Creek,Norm,1,OneFam,One_Story,3,4,1975,1975,Gable,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,2,3,4,2,1,0,253,969,GasA,1,Y,969,0,0,3,1,1,5,Typ,0,0,Attchd,Unf,440,2,2,Paved,0,None,0,1,2007,WD ,Normal,0.0,2.0,969.0,0.0,0.0,0.0,201803.43445692884,122000,137665.04809849657,15665.048098496569
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,13253,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Somerset,RRAn,1,OneFam,One_Story,6,3,2006,2006,Gable,1,VinylSd,VinylSd,BrkFace,128,2,1,PConc,5,2,1,6,3,1,0,482,1578,GasA,3,Y,1578,0,0,3,1,3,7,Typ,1,4,Attchd,Unf,642,2,2,Paved,0,None,0,5,2008,WD ,Normal,1.0,2.0,1578.0,0.0,1.0,27.0,229707.32417582415,240000,245755.1640663179,5755.164066317899
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68,10295,1,0,Regular,Lvl,1,FR2,Gtl,North_Ames,Norm,1,OneFam,One_Story,2,4,1969,1969,Gable,1,HdBoard,HdBoard,BrkFace,72,0,1,CBlock,4,2,2,3,6,1,0,684,936,GasA,1,Y,936,0,0,2,1,1,4,Typ,0,0,Attchd,Unf,288,2,2,Paved,16,None,0,9,2008,COD,Normal,0.0,1.0,936.0,0.0,0.0,0.0,145097.34988713317,111900,116660.1019700182,4760.101970018193
Split_Foyer,Residential_Low_Density,0,16500,1,0,Regular,Lvl,1,Inside,Gtl,Northwest_Ames,Norm,1,OneFam,SFoyer,4,3,1971,1971,Hip,1,HdBoard,HdBoard,BrkFace,509,0,1,CBlock,4,2,3,6,3,1,0,270,1232,GasA,2,Y,1320,0,0,3,1,1,5,Typ,1,4,Attchd,RFn,495,2,2,Paved,0,None,0,5,2009,WD ,Normal,1.0,2.0,1320.0,0.0,1.0,21.0,188406.90839694656,172500,175715.31795571075,3215.3179557107505
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,9525,1,0,Regular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,One_Story,3,4,1995,2006,Gable,1,VinylSd,VinylSd,None,0,0,1,PConc,4,2,1,1,7,1,0,1099,1099,GasA,4,Y,1099,0,0,3,1,3,6,Typ,0,0,Attchd,Unf,352,2,2,Paved,278,None,0,6,2008,WD ,Normal,0.0,2.0,1099.0,0.0,0.0,0.0,201803.43445692884,144000,152401.01377685295,8401.013776852953
Two_Story_1945_and_Older,Residential_Low_Density,60,7230,1,0,Regular,Lvl,1,Inside,Gtl,Crawford,Norm,1,OneFam,Two_and_Half_Unf,6,6,1927,1992,Gable,1,VinylSd,VinylSd,None,0,0,1,BrkTil,2,2,1,1,7,1,0,851,851,GasA,3,Y,867,851,0,4,1,3,8,Typ,1,2,Detchd,Unf,264,2,2,Paved,291,None,0,10,2007,WD ,Normal,0.0,3.0,1718.0,0.0,1.0,60.0,207550.83495145632,238000,183385.94859363599,54614.051406364015
Duplex_All_Styles_and_Ages,Residential_Low_Density,0,8544,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,Duplex,One_Story,5,2,1949,1950,Gable,1,Stucco,Stucco,BrkFace,340,0,1,Slab,0,0,0,0,5,0,0,0,0,Wall,2,N,1040,0,0,2,2,1,6,Typ,0,0,Detchd,Unf,400,2,2,Paved,0,None,0,5,2006,WD ,Normal,0.0,2.0,1040.0,0.0,0.0,0.0,145097.34988713317,87500,81988.54125088056,5511.45874911944
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,12198,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,One_Story,3,4,1955,1975,Gable,1,VinylSd,VinylSd,None,0,0,1,CBlock,2,2,3,3,6,1,0,424,1204,GasA,1,Y,1411,0,0,3,1,1,7,Typ,1,2,Attchd,RFn,310,2,2,Paved,278,None,0,6,2007,COD,Normal,0.0,1.0,1411.0,0.0,1.0,83.0,145097.34988713317,130000,156548.8375819678,26548.83758196779
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,60,9900,1,0,Regular,Lvl,1,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,1,TwoFmCon,One_and_Half_Fin,3,2,1915,1950,Gable,1,Wd Sdng,Wd Shng,None,0,1,2,BrkTil,2,2,1,3,6,1,0,186,1212,GasA,1,N,1212,180,0,3,1,1,6,Typ,0,0,No_Garage,No_Garage,0,0,0,Dirt_Gravel,0,None,0,2,2010,ConLD,Normal,1.0,1.0,1392.0,0.0,1.0,169.0,135071.9375,100000,97776.10290641154,2223.897093588457
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,50,6000,1,0,Regular,Lvl,1,Inside,Gtl,Brookside,Norm,1,OneFam,One_and_Half_Fin,4,6,1937,2000,Gable,1,Wd Sdng,Wd Sdng,None,0,0,3,BrkTil,2,2,1,3,6,2,162,462,825,GasA,4,Y,825,672,0,3,1,1,5,Typ,0,0,Detchd,Unf,672,2,2,Paved,272,None,0,5,2008,WD ,Normal,0.0,2.0,1497.0,0.0,0.0,0.0,124756.25,157000,148615.02444035868,8384.975559641316
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,78,17503,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Artery,1,OneFam,One_and_Half_Fin,4,3,1948,1950,Gable,1,VinylSd,VinylSd,None,0,0,1,CBlock,2,2,1,1,7,1,0,912,912,GasA,1,Y,912,546,0,3,1,1,6,Typ,1,4,Attchd,Unf,330,2,2,Paved,192,None,0,1,2010,WD ,Abnorml,1.0,1.0,1458.0,0.0,0.0,0.0,145097.34988713317,97500,125642.2080267768,28142.208026776803
One_Story_1945_and_Older,Residential_Medium_Density,60,6180,1,0,Regular,Lvl,1,Corner,Gtl,Brookside,Norm,1,OneFam,One_Story,4,3,1926,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,2,2,1,1,7,1,0,960,960,GasA,1,N,986,0,0,2,1,1,5,Typ,1,4,Detchd,Unf,180,2,2,Paved,0,None,0,5,2007,WD ,Normal,0.0,1.0,986.0,0.0,1.0,129.0,124756.25,102000,109407.8243763834,7407.824376383403
Two_Story_1945_and_Older,Residential_Medium_Density,60,3600,1,1,Regular,Lvl,1,Inside,Gtl,Old_Town,Norm,1,OneFam,Two_Story,4,6,1917,2007,Gable,1,Stucco,Stucco,None,0,0,1,BrkTil,2,2,1,1,7,1,0,624,624,GasA,4,Y,664,624,0,3,1,4,5,Typ,1,4,Attchd,Unf,280,2,2,Dirt_Gravel,0,None,0,5,2009,WD ,Normal,1.0,1.0,1288.0,0.0,1.0,104.0,123991.89121338911,119000,130563.42958003486,11563.429580034863
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,13072,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer_West,RRAe,1,OneFam,One_Story,3,3,2004,2004,Gable,1,VinylSd,VinylSd,None,0,0,1,PConc,4,2,1,1,7,1,0,1114,1114,GasA,4,Y,1114,0,0,3,1,3,6,Typ,0,0,No_Garage,No_Garage,0,0,0,Paved,0,None,0,8,2009,WD ,Normal,0.0,2.0,1114.0,0.0,1.0,40.0,184070.184,142000,131815.84196512616,10184.158034873835
Split_or_Multilevel,Residential_Low_Density,0,12328,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Mitchell,Norm,1,OneFam,SLvl,4,3,1976,1976,Gable,1,HdBoard,HdBoard,BrkFace,335,0,1,CBlock,2,2,3,6,3,1,0,473,1012,GasA,1,Y,1034,0,0,3,1,1,6,Typ,0,0,Attchd,Unf,888,2,2,Paved,0,None,0,5,2010,WD ,Normal,1.0,1.0,1034.0,0.0,0.0,0.0,162226.63157894736,169900,157318.67499099174,12581.325009008258
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,10659,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,One_Story,3,4,1961,1961,Hip,1,Wd Sdng,Wd Sdng,None,0,0,1,CBlock,2,2,1,3,6,1,0,135,1050,GasA,1,Y,1050,0,0,3,1,1,6,Typ,0,0,Attchd,Unf,368,2,2,Paved,0,None,0,1,2006,COD,Normal,1.0,1.0,1050.0,0.0,1.0,320.0,145097.34988713317,136500,132000.68209087604,4499.317909123958
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8789,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,4,1967,1967,Gable,1,VinylSd,VinylSd,None,0,0,1,CBlock,2,2,2,3,6,1,0,253,912,GasA,1,Y,941,0,0,3,1,1,6,Typ,1,1,Attchd,Unf,288,2,2,Paved,64,None,0,6,2006,WD ,Normal,0.0,1.0,941.0,0.0,0.0,0.0,136751.1523178808,129200,127304.41738940646,1895.5826105935412
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,0,2403,1,0,Slightly_Irregular,Lvl,1,FR2,Gtl,Somerset,Norm,1,TwnhsE,Two_Story,6,3,2003,2003,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,6,3,1,0,286,530,GasA,4,Y,530,550,0,2,1,3,4,Typ,0,0,Attchd,RFn,496,2,2,Paved,0,None,0,6,2010,WD ,Normal,0.0,3.0,1080.0,0.0,1.0,51.0,229707.32417582415,147110,153217.80828173767,6107.808281737671
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,21695,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,Crawford,Norm,1,OneFam,One_Story,4,8,1988,2007,Hip,1,Wd Sdng,Plywood,BrkFace,260,2,3,CBlock,4,2,1,6,3,1,0,72,880,GasA,4,Y,1680,0,0,3,1,3,5,Typ,1,4,Attchd,Fin,540,2,2,Paved,292,None,0,12,2009,WD ,Normal,1.0,2.0,1680.0,0.0,1.0,227.0,207550.83495145632,222000,225609.21059301659,3609.2105930165853
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,83,10420,1,0,Regular,Lvl,1,Corner,Gtl,Edwards,Norm,1,OneFam,One_Story,4,3,2009,2009,Gable,1,VinylSd,VinylSd,None,0,0,1,PConc,4,2,2,6,3,1,0,1176,1212,GasA,4,Y,1212,0,0,3,1,3,6,Typ,0,0,Attchd,RFn,460,2,2,Paved,100,None,0,3,2010,WD ,Normal,0.0,2.0,1212.0,0.0,1.0,23.0,130843.38144329896,186000,170353.8448458326,15646.155154167413
Two_Story_1945_and_Older,Residential_Medium_Density,80,4800,1,1,Regular,Lvl,1,Inside,Gtl,Old_Town,Norm,1,OneFam,Two_Story,3,3,1910,2003,Gable,1,AsbShng,AsbShng,None,0,0,1,BrkTil,2,3,1,1,7,1,0,680,680,GasA,2,N,680,680,0,2,1,1,6,Typ,0,0,Attchd,Unf,330,3,2,Paved,192,None,0,1,2008,WD ,Normal,0.0,1.0,1360.0,0.0,1.0,51.0,123991.89121338911,111000,106425.12680845596,4574.873191544044
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8050,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,One_Story,3,3,1959,1959,Hip,1,MetalSd,MetalSd,BrkFace,150,0,1,CBlock,2,2,1,4,2,3,162,125,1143,GasA,1,Y,1143,0,0,3,1,1,6,Typ,0,0,Attchd,RFn,308,2,2,Paved,0,None,0,5,2010,WD ,Normal,1.0,1.0,1143.0,0.0,0.0,0.0,145097.34988713317,136000,133132.2269978361,2867.7730021639145
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,8400,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Feedr,1,OneFam,One_Story,3,3,1968,1968,Hip,1,HdBoard,HdBoard,BrkFace,168,0,1,CBlock,2,2,3,4,2,1,0,36,1052,GasA,3,Y,1052,0,0,3,1,1,5,Typ,0,0,Attchd,RFn,288,2,2,Paved,356,None,0,11,2006,WD ,Normal,1.0,2.0,1052.0,0.0,0.0,0.0,145097.34988713317,138500,135415.38508335457,3084.614916645427
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,14684,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Sawyer_West,Norm,1,OneFam,One_Story,6,6,1990,1991,Hip,1,HdBoard,HdBoard,BrkFace,234,2,1,CBlock,4,2,2,5,1,4,177,1496,2158,GasA,3,Y,2196,0,0,3,1,3,7,Typ,1,2,Attchd,RFn,701,2,2,Paved,84,None,0,6,2009,WD ,Normal,0.0,2.0,2196.0,0.0,1.0,71.0,184070.184,271900,289206.03313809354,17306.03313809354
Two_and_Half_Story_All_Ages,Residential_Medium_Density,60,10800,1,0,Regular,Lvl,1,Inside,Gtl,Old_Town,Norm,1,OneFam,Two_and_Half_Unf,6,6,1914,1970,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,4,2,2,3,6,1,0,490,880,GasW,2,N,880,888,0,2,1,1,6,Typ,2,2,Detchd,Unf,320,2,2,Dirt_Gravel,0,None,0,10,2006,WD ,Normal,0.0,2.0,1768.0,0.0,1.0,342.0,123991.89121338911,163000,158746.18047977609,4253.819520223915
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,56,18559,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Northwest_Ames,Norm,1,OneFam,One_Story,6,3,1978,1978,Hip,1,Plywood,Plywood,BrkFace,383,2,3,CBlock,4,2,1,6,3,3,186,656,2048,GasA,1,Y,2064,0,0,3,1,3,7,Typ,2,3,Attchd,Fin,550,2,2,Paved,200,None,0,8,2008,WD ,Normal,1.0,2.0,2064.0,0.0,0.0,0.0,188406.90839694656,235000,265722.2081462339,30722.208146233927
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,7388,1,0,Regular,Lvl,1,Corner,Gtl,North_Ames,Norm,1,OneFam,One_Story,3,4,1959,2002,Gable,1,MetalSd,MetalSd,None,0,0,1,CBlock,2,2,1,3,6,1,0,658,1063,GasA,3,Y,1327,0,0,3,1,3,7,Typ,0,0,Detchd,Unf,624,2,2,Paved,0,None,0,7,2007,WD ,Normal,1.0,1.0,1327.0,0.0,0.0,0.0,145097.34988713317,150750,149322.34211301873,1427.6578869812656
One_Story_PUD_1946_and_Newer,Residential_Low_Density,40,5664,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Stone_Brook,Norm,1,TwnhsE,One_Story,7,3,2000,2000,Gable,1,CemntBd,CmentBd,None,0,2,1,PConc,4,2,1,6,3,1,0,343,1501,GasA,4,Y,1659,0,0,2,1,4,5,Typ,1,5,Attchd,Fin,499,2,2,Paved,212,None,0,10,2009,WD ,Normal,1.0,2.0,1659.0,0.0,1.0,60.0,324229.1960784314,278000,255801.92249849526,22198.07750150474
Two_Story_1946_and_Newer,Residential_Low_Density,77,8390,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Gilbert,Norm,1,OneFam,Two_Story,6,3,1999,1999,Gable,1,VinylSd,VinylSd,None,0,0,1,PConc,4,2,1,1,7,1,0,831,831,GasA,4,Y,873,778,0,3,1,1,7,Typ,1,2,BuiltIn,Fin,450,2,2,Paved,0,None,0,5,2008,WD ,Normal,0.0,3.0,1651.0,0.0,1.0,104.0,190646.57575757572,185900,181756.80126293583,4143.198737064173
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10452,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_Story,4,3,1953,1953,Hip,1,Wd Sdng,Wd Sdng,Stone,216,0,1,CBlock,2,2,2,3,6,1,0,594,1094,GasA,4,Y,1094,0,0,3,1,1,5,Typ,2,4,Attchd,RFn,495,2,2,Paved,0,None,0,6,2008,WD ,Normal,0.0,1.0,1094.0,0.0,1.0,0.0,130843.38144329896,155000,150772.04772976303,4227.952270236972
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,10425,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,One_Story,3,3,1956,1958,Gable,1,MetalSd,MetalSd,None,0,0,1,CBlock,2,2,1,3,6,1,0,330,1104,GasA,3,Y,1104,0,0,3,1,1,5,Typ,0,0,Attchd,RFn,384,2,2,Paved,0,None,0,4,2008,WD ,Normal,1.0,1.0,1104.0,0.0,0.0,0.0,145097.34988713317,133000,133593.2400980625,593.2400980624952
Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,24,2544,1,1,Regular,Lvl,1,Inside,Gtl,Somerset,Norm,1,Twnhs,Two_Story,6,3,2005,2005,Gable,1,MetalSd,MetalSd,None,0,2,1,PConc,4,2,1,1,7,1,0,600,600,GasA,4,Y,520,623,80,2,1,3,4,Typ,0,0,Detchd,RFn,480,2,2,Paved,0,None,0,7,2006,WD ,Normal,0.0,3.0,1143.0,0.0,1.0,167.0,229707.32417582415,147400,151584.03152302903,4184.031523029029
Split_or_Multilevel,Residential_Low_Density,0,10448,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,Northwest_Ames,Norm,1,OneFam,SLvl,4,4,1972,1972,Gable,1,HdBoard,HdBoard,BrkFace,333,0,1,CBlock,2,2,1,1,7,1,0,689,689,GasA,1,Y,1378,741,0,3,1,1,7,Typ,1,2,Attchd,RFn,583,2,2,Paved,0,None,0,8,2009,COD,Abnorml,0.0,3.0,2119.0,0.0,1.0,105.0,188406.90839694656,158000,171339.98703398055,13339.98703398055
Two_Story_1945_and_Older,Residential_Medium_Density,60,6000,1,1,Regular,Lvl,1,Corner,Gtl,Old_Town,Norm,1,OneFam,Two_Story,3,8,1905,2005,Gable,1,MetalSd,MetalSd,None,0,2,1,BrkTil,3,2,1,1,7,1,0,572,572,GasA,4,Y,884,656,0,3,1,3,7,Typ,0,0,No_Garage,No_Garage,0,0,0,Dirt_Gravel,240,None,0,2,2008,WD ,Normal,0.0,2.0,1540.0,0.0,1.0,78.0,123991.89121338911,129400,132725.4730464918,3325.4730464917957
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,70,8737,1,0,Slightly_Irregular,Bnk,1,Inside,Gtl,Brookside,Norm,1,OneFam,One_and_Half_Fin,4,6,1923,1950,Gable,1,BrkFace,Wd Sdng,None,0,0,1,BrkTil,4,2,1,3,6,1,0,765,1065,GasA,4,Y,915,720,0,3,1,1,6,Typ,1,4,Detchd,Unf,440,2,2,Paved,0,None,0,5,2007,WD ,Normal,0.0,2.0,1635.0,0.0,1.0,183.0,124756.25,210000,163400.51002979858,46599.48997020142
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,69,8973,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,One_Story,3,6,1958,1991,Gable,1,Plywood,Plywood,BrkFace,85,0,1,CBlock,2,2,1,3,6,4,28,413,1008,GasA,1,Y,1053,0,0,3,1,4,6,Typ,0,0,More_Than_Two_Types,RFn,750,2,2,Paved,0,None,0,7,2006,WD ,Abnorml,1.0,2.0,1053.0,0.0,1.0,261.0,145097.34988713317,150000,140857.70676009348,9142.293239906518
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,50,6000,1,0,Regular,Lvl,1,Inside,Gtl,Brookside,Norm,1,OneFam,One_and_Half_Fin,4,6,1939,1950,Gable,1,MetalSd,MetalSd,None,0,0,1,BrkTil,2,4,1,4,2,2,12,144,608,GasA,1,Y,608,524,0,2,1,1,5,Typ,0,0,Detchd,Unf,240,2,2,Paved,0,None,0,4,2010,WD ,Abnorml,1.0,1.0,1132.0,0.0,1.0,129.0,124756.25,134000,106028.27115180541,27971.728848194587
Two_Story_1946_and_Newer,Residential_Medium_Density,60,9780,1,1,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,Two_Story,6,8,1950,2005,Gable,1,VinylSd,VinylSd,None,0,0,4,CBlock,2,2,1,2,4,3,398,224,976,GasA,4,Y,976,976,0,4,1,3,8,Typ,2,2,Detchd,Fin,299,2,2,Paved,285,None,0,4,2007,WD ,Normal,0.0,2.0,1952.0,0.0,1.0,0.0,103752.90322580644,212300,212002.3015694948,297.69843050520285
Two_Story_1946_and_Newer,Residential_Low_Density,0,9375,1,0,Regular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,Two_Story,7,3,2002,2002,Gable,1,VinylSd,VinylSd,BrkFace,149,2,1,PConc,4,2,1,1,7,1,0,1284,1284,GasA,4,Y,1284,885,0,3,1,3,7,Typ,1,4,Attchd,RFn,647,2,2,Paved,192,None,0,8,2007,WD ,Normal,0.0,3.0,2169.0,0.0,1.0,88.0,201803.43445692884,228500,235392.46961309077,6892.469613090769
