Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,First_Flr_SF,Second_Flr_SF,Bedroom_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Area,Garage_Cond,Wood_Deck_SF,Mo_Sold,Year_Sold,Bsmt_Baths,Baths,Total_SF_Floors,Porch_Area,Mean_Price_Neigh,MS_SubClass_One_Story_1945_and_Older,MS_Zoning_Residential_Low_Density,Lot_Shape_Regular,Land_Contour_HLS,Lot_Config_Corner,Lot_Config_Inside,Land_Slope_Gtl,Roof_Style_Gable,Exterior_1st_Wd Sdng,Exterior_2nd_MetalSd,Exterior_2nd_VinylSd,Mas_Vnr_Type_Stone,Foundation_CBlock,Central_Air_N,Garage_Type_Attchd,Garage_Finish_RFn,Paved_Drive_Dirt_Gravel,Paved_Drive_Paved,Sale_Type_WD ,Sale_Condition_Abnorml,Sale_Condition_Family,Sale_Condition_Normal,Actual Value,Predicted Value,Difference
64,6762,6,3,2007,2007,108,2,1,4,2,1,6,3,544,1208,4,1208,0,2,3,6,0,0,628,2,105,9,2007,1.0,2.0,1208.0,55.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,195400,172229.83333333334,23170.166666666657
63,4347,4,7,1910,1950,0,2,1,4,4,1,1,7,796,796,4,825,784,3,1,7,0,0,228,3,0,6,2008,0.0,1.0,1609.0,183.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,127500,115250.0,12250.0
105,11249,4,3,1995,1995,0,2,3,4,4,1,5,1,322,1200,4,1200,0,3,3,6,0,0,521,2,0,8,2007,1.0,2.0,1200.0,27.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,177500,200833.33333333334,23333.333333333343
24,2280,4,4,1976,1976,0,0,1,4,2,1,5,1,289,855,1,855,601,3,1,7,1,2,440,2,87,7,2009,0.0,3.0,1456.0,0.0,140710.86956521738,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,148500,145466.66666666666,3033.333333333343
107,11362,7,3,2004,2005,42,2,1,5,2,2,6,3,797,1836,4,1836,0,3,3,7,1,4,862,2,125,3,2009,1.0,2.0,1836.0,186.0,322018.265060241,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,280000,343310.1666666667,63310.166666666686
0,10532,3,5,1960,1960,275,0,1,2,2,2,3,6,0,988,3,1721,0,3,1,7,2,2,626,2,50,12,2008,1.0,2.0,1721.0,85.0,208662.0909090909,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,145000,195929.33333333334,50929.33333333334
80,10000,3,4,1973,2000,0,0,1,4,2,1,4,2,92,1176,3,1178,0,3,3,5,1,3,439,2,224,11,2008,1.0,2.0,1178.0,0.0,188406.90839694656,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,157000,165333.33333333334,8333.333333333343
0,18450,4,3,1965,1979,113,0,3,4,2,1,2,4,111,1021,1,1465,915,3,1,7,1,1,596,2,0,8,2007,0.0,3.0,2380.0,266.0,145097.34988713317,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,129000,196833.33333333334,67833.33333333334
61,11339,6,3,1979,1979,549,0,1,4,2,1,5,1,22,780,1,1085,845,4,3,9,1,2,481,2,192,3,2007,1.0,3.0,1930.0,73.0,188406.90839694656,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,192000,190900.0,1100.0
60,8544,5,2,1950,1950,0,0,1,0,0,0,0,5,0,0,3,1040,0,2,1,6,0,0,400,2,0,7,2006,0.0,2.0,1040.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,93500,121066.66666666667,27566.66666666667
0,9240,3,4,1962,2002,0,0,1,2,2,1,4,2,252,864,3,1211,0,2,1,6,1,2,576,2,161,3,2006,0.0,1.0,1211.0,0.0,136751.1523178808,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,144000,128416.66666666667,15583.333333333328
87,10037,7,3,2006,2007,0,2,1,5,2,1,6,3,794,1460,4,1460,0,3,3,6,1,4,480,2,0,8,2008,0.0,2.0,1460.0,21.0,229707.32417582412,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,247000,267246.8333333333,20246.833333333314
79,11449,7,3,2007,2007,0,2,1,4,2,3,6,3,873,1884,4,1728,0,3,3,7,1,4,520,2,0,1,2008,1.0,2.0,1728.0,277.0,246599.54166666663,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,298751,279800.0,18951.0
80,14000,6,3,1996,1997,0,2,1,5,2,4,6,3,105,1306,4,1306,954,3,3,7,0,0,533,2,296,4,2010,1.0,3.0,2260.0,45.0,208662.0909090909,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,328000,201000.0,127000.0
66,8300,4,4,1968,1968,86,0,1,2,2,2,3,6,0,952,3,952,0,3,1,5,0,0,288,2,0,8,2007,1.0,1.0,952.0,0.0,145097.34988713317,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,128500,129983.33333333333,1483.3333333333285
43,13568,3,3,1995,1995,0,0,1,4,2,1,5,1,274,990,4,990,0,3,1,5,0,0,576,2,224,7,2006,1.0,1.0,990.0,0.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,156000,190683.33333333334,34683.33333333334
60,10410,5,2,1915,1950,0,0,1,2,2,1,1,7,672,672,1,694,520,3,1,6,0,0,936,2,216,1,2006,0.0,1.0,1214.0,161.0,123991.89121338911,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,105000,146025.0,41025.0
114,17242,8,3,1993,1994,738,2,3,5,2,4,3,6,48,1733,4,1933,1567,4,4,11,1,2,959,2,870,5,2006,1.0,4.0,3500.0,86.0,330319.1267605634,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,584500,372333.3333333333,212166.6666666667
78,10140,4,4,1974,1974,196,0,1,2,2,1,5,1,228,1116,4,1116,0,3,1,6,1,2,528,2,0,4,2009,1.0,2.0,1116.0,0.0,188406.90839694656,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,167900,163083.33333333334,4816.666666666657
60,10800,2,6,1885,1995,0,0,1,3,2,1,1,7,641,641,3,1047,0,2,1,6,0,0,273,3,0,8,2007,0.0,1.0,1047.0,0.0,123991.89121338911,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,100000,105925.0,5925.0
62,70761,6,3,1975,1975,0,0,1,4,2,4,5,1,878,1533,1,1533,0,2,3,5,2,2,576,2,200,12,2006,1.0,2.0,1533.0,55.0,208662.0909090909,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,280000,210187.33333333334,69812.66666666666
74,7450,3,3,1956,1956,0,0,1,2,2,1,3,6,250,894,3,1074,0,2,3,6,1,4,396,2,0,1,2007,0.0,1.0,1074.0,73.0,145097.34988713317,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,124000,128125.0,4125.0
0,7162,3,6,1966,1966,41,0,1,2,2,1,1,7,876,876,1,904,0,3,1,6,0,0,408,2,0,12,2008,0.0,1.0,904.0,0.0,136751.1523178808,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,109900,132400.0,22500.0
75,11404,6,3,1998,1999,202,2,1,4,2,3,5,1,901,1153,4,1153,878,3,3,8,1,2,541,2,192,7,2008,0.0,3.0,2031.0,85.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,222500,210016.66666666666,12483.333333333343
0,5105,6,3,2004,2004,0,2,1,4,2,1,6,3,312,551,4,551,551,2,3,4,0,0,480,2,0,3,2007,0.0,3.0,1102.0,61.0,229707.32417582412,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,148800,166000.0,17200.0
74,8556,6,3,2006,2006,0,2,1,4,2,3,1,7,1240,1240,4,1240,0,2,3,5,0,0,826,2,140,5,2007,0.0,2.0,1240.0,94.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,194000,191933.16666666666,2066.833333333343
0,4426,4,3,2004,2004,169,2,1,4,2,3,6,3,186,848,4,848,0,1,3,3,0,0,420,2,160,5,2010,1.0,1.0,848.0,0.0,201803.43445692884,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,143000,143008.33333333334,8.333333333343035
60,11100,3,4,1951,1994,0,0,1,2,2,2,2,4,0,1080,1,1080,400,4,1,7,1,4,253,2,0,7,2007,1.0,1.0,1480.0,69.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,136500,134108.33333333334,2391.666666666657
80,9250,3,6,1954,2005,0,0,1,2,2,1,4,2,108,1056,1,1056,0,3,1,6,0,0,260,2,390,7,2007,1.0,1.0,1056.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,139400,132658.33333333334,6741.666666666657
70,12320,6,6,1932,1990,0,0,1,2,2,1,1,7,637,637,4,959,650,3,3,8,2,4,579,2,0,5,2006,0.0,2.0,1609.0,0.0,207550.83495145632,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,199500,203283.33333333334,3783.333333333343
0,9240,7,3,2001,2002,396,2,1,4,2,1,1,7,1055,1055,4,1055,1208,3,3,7,1,2,905,2,0,9,2008,0.0,3.0,2263.0,45.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,287000,214750.0,72250.0
52,5825,2,3,1926,1953,108,0,3,3,2,2,1,7,600,600,3,747,0,1,1,5,0,0,528,2,0,6,2006,0.0,1.0,747.0,33.0,124756.25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,79900,107083.33333333333,27183.33333333333
63,9729,4,3,2006,2007,0,2,1,4,2,1,1,7,698,698,4,698,1048,3,3,6,1,4,350,2,0,6,2007,1.0,3.0,1746.0,35.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,198444,186064.16666666666,12379.833333333343
63,11426,6,3,2003,2003,0,0,1,4,2,1,1,7,1362,1362,4,1362,720,3,3,6,0,0,484,2,280,6,2008,0.0,3.0,2082.0,239.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,200000,163663.16666666666,36336.83333333334
73,11883,6,3,1996,1996,196,2,1,4,2,4,6,3,814,1504,4,1504,0,3,3,6,1,2,478,2,115,6,2009,1.0,2.0,1504.0,67.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,203000,285256.5,82256.5
85,10625,6,4,1974,1974,81,0,1,4,2,4,6,3,0,1053,1,1173,0,3,3,6,2,2,528,2,0,1,2010,1.0,2.0,1173.0,121.0,188406.90839694656,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,170000,155583.33333333334,14416.666666666657
60,10320,2,3,1924,1950,0,0,1,2,3,1,1,7,596,596,0,834,596,3,2,7,0,0,370,3,218,10,2006,0.0,2.0,1430.0,0.0,103752.90322580644,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,107000,108562.5,1562.5
48,6472,8,3,2008,2008,500,3,1,5,2,1,1,7,1451,1451,4,1456,0,2,4,6,1,4,539,2,192,4,2009,0.0,2.0,1456.0,43.0,322018.265060241,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,248500,236625.83333333334,11874.166666666657
80,9600,3,3,1968,1968,0,0,1,2,2,1,5,1,293,1051,3,1051,0,3,1,6,0,0,504,2,0,7,2006,1.0,1.0,1051.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,142000,137083.33333333334,4916.666666666657
0,7500,6,3,2000,2000,0,2,1,4,2,1,6,3,281,814,4,814,860,3,3,7,0,0,663,2,0,1,2010,1.0,3.0,1674.0,97.0,229707.32417582412,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,216000,241072.5,25072.5
70,9109,6,3,1994,1994,0,2,1,4,2,1,2,4,122,754,4,754,786,3,3,6,0,0,495,2,140,10,2009,1.0,3.0,1540.0,33.0,184070.184,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,184000,199000.0,15000.0
95,19508,4,3,1974,1974,144,0,1,2,2,3,5,1,630,1430,1,1430,0,3,1,6,2,2,484,2,117,7,2008,1.0,2.0,1430.0,274.0,248314.5833333333,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,192000,279885.5,87885.5
55,12640,4,3,1976,1976,0,0,1,2,2,4,3,6,396,1728,1,1728,0,4,1,8,0,0,574,2,40,7,2006,0.0,2.0,1728.0,0.0,162226.63157894736,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,150900,214364.33333333334,63464.33333333334
85,11050,6,3,1975,1975,0,0,1,2,2,1,5,1,540,1176,2,1193,0,3,1,5,1,2,506,2,40,8,2009,0.0,2.0,1193.0,0.0,188406.90839694656,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,158000,163500.0,5500.0
0,17542,6,6,1974,2003,0,2,1,2,2,4,2,4,36,1192,1,1516,651,3,3,9,2,4,518,2,220,7,2007,1.0,3.0,2167.0,48.0,248314.5833333333,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,294000,275975.0,18025.0
85,12244,7,3,2003,2003,226,2,1,4,2,4,6,3,611,1482,4,1482,780,4,3,10,2,4,749,2,168,8,2008,1.0,3.0,2262.0,0.0,246599.54166666663,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,305000,275628.0,29372.0
83,10019,7,3,1995,1995,397,2,1,4,2,1,5,1,815,1342,4,1358,1368,4,3,9,1,5,725,2,307,6,2006,0.0,3.0,2726.0,338.0,330319.1267605634,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,350000,293833.3333333333,56166.666666666686
76,11800,2,6,1949,2002,0,0,1,0,0,0,0,5,0,0,4,1382,0,1,1,6,1,2,384,2,0,5,2007,0.0,2.0,1382.0,41.0,123991.89121338911,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,110000,106708.33333333333,3291.6666666666715
65,7804,2,5,1928,1950,0,0,1,2,2,1,4,2,500,1122,1,1328,653,4,3,7,2,2,576,2,431,12,2009,1.0,2.0,1981.0,45.0,135071.9375,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,135000,151316.66666666666,16316.666666666657
51,8029,4,3,2005,2005,0,0,1,4,2,1,1,7,728,728,4,728,728,3,3,8,0,0,400,2,100,7,2008,0.0,3.0,1456.0,25.0,190646.5757575757,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,176000,182483.33333333334,6483.333333333343
80,10386,7,3,2004,2005,246,2,1,4,2,1,6,3,536,2000,4,2000,0,3,3,8,0,0,888,2,168,7,2007,1.0,2.0,2000.0,0.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,305900,254743.66666666666,51156.33333333334
65,8385,4,3,1978,1978,0,0,1,2,2,2,1,7,1664,1664,1,1664,0,4,1,10,0,0,616,2,0,10,2006,0.0,2.0,1664.0,0.0,162226.63157894736,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,145000,172583.33333333334,27583.333333333343
65,8450,3,4,1968,1968,0,0,1,2,2,1,4,2,281,1056,4,1056,0,3,1,6,1,3,304,2,0,7,2010,1.0,1.0,1056.0,270.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,142000,135834.66666666666,6165.333333333343
41,4920,7,3,2001,2001,0,2,1,4,2,2,6,3,722,1338,4,1338,0,2,3,6,0,0,582,2,0,4,2010,1.0,2.0,1338.0,171.0,324229.1960784314,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,213500,193166.66666666666,20333.333333333343
0,14803,4,3,1971,1971,252,0,1,2,2,1,3,6,409,825,3,1097,896,4,1,8,1,4,495,2,0,6,2006,0.0,3.0,1993.0,67.0,188406.90839694656,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,190000,195833.33333333334,5833.333333333343
61,10226,7,3,2008,2008,270,2,1,5,2,4,1,7,1622,1622,4,1630,0,3,4,8,1,4,860,2,172,1,2009,1.0,2.0,1630.0,43.0,201803.43445692884,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,295493,228847.66666666666,66645.33333333334
0,13031,4,3,1995,1996,0,0,1,4,2,1,5,1,99,691,3,691,807,3,1,6,1,2,409,2,315,7,2006,0.0,3.0,1498.0,45.0,190646.5757575757,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,187500,192150.0,4650.0
73,8760,3,6,1956,1956,164,2,1,2,2,1,5,1,313,1169,1,1144,0,3,1,6,0,0,286,2,257,6,2009,1.0,1.0,1144.0,0.0,145097.34988713317,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,150000,147233.33333333334,2766.666666666657
98,8731,3,3,1920,1950,0,0,2,2,2,1,4,2,270,915,1,1167,0,3,1,6,1,4,495,2,0,5,2007,0.0,1.0,1167.0,216.0,124756.25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,144000,121250.0,22750.0
70,8400,6,3,2005,2005,0,2,1,4,2,3,1,7,784,784,4,784,827,3,3,6,0,0,572,2,144,3,2006,0.0,3.0,1611.0,37.0,201803.43445692884,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,195800,188679.16666666666,7120.833333333343
141,31770,4,3,1960,1960,112,0,1,2,4,4,4,2,441,1080,2,1656,0,3,1,7,2,4,528,2,210,5,2010,1.0,1.0,1656.0,63.0,145097.34988713317,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,215000,208750.0,6250.0
50,9340,2,4,1941,1950,0,0,1,2,2,1,3,6,328,672,1,672,0,2,1,4,0,0,234,2,0,8,2009,1.0,1.0,672.0,114.0,130843.38144329896,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,113000,111415.16666666667,1584.8333333333285
134,17755,3,2,1959,1959,132,0,1,2,2,1,4,2,1290,1466,1,1466,0,3,2,6,2,4,528,2,0,11,2006,0.0,2.0,1466.0,140.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,149900,176571.66666666666,26671.666666666657
65,11479,4,6,1950,1987,0,0,1,2,2,1,6,3,172,663,4,1074,0,3,3,6,1,2,467,2,0,6,2010,1.0,1.0,1074.0,105.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,144500,125875.0,18625.0
0,11332,3,6,1960,2000,0,0,1,2,2,1,4,2,590,1118,4,1118,0,3,3,6,0,0,264,2,290,8,2008,1.0,1.0,1118.0,0.0,145097.34988713317,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,153000,139983.33333333334,13016.666666666657
40,5400,4,6,1926,2004,0,0,3,2,2,2,2,4,779,1149,3,1149,467,3,3,5,0,0,216,2,0,10,2007,0.0,2.0,1616.0,184.0,123991.89121338911,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,152000,104800.0,47200.0
70,11767,3,4,1946,1995,0,0,1,2,2,1,4,2,416,768,4,768,432,3,1,6,0,0,240,2,0,5,2008,0.0,1.0,1200.0,0.0,130843.38144329896,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,130500,120416.66666666667,10083.333333333328
70,11200,3,3,1965,1965,0,0,1,2,2,1,3,6,134,1040,4,1040,0,3,1,5,0,0,384,2,0,2,2008,1.0,1.0,1040.0,0.0,136751.1523178808,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,129500,140833.33333333334,11333.333333333343
85,11103,6,3,2006,2006,0,2,1,4,2,1,1,7,728,728,4,728,728,3,3,8,1,2,440,2,0,7,2007,0.0,3.0,1456.0,0.0,201803.43445692884,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,155835,184408.33333333334,28573.333333333343
