MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Bsmt_Baths,Baths,Total_SF_Floors,Pool_Presence,Porch_Presence,Porch_Area,Mean_Price_Neigh
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,64,6410,1,0,Regular,HLS,1,Inside,Mod,Edwards,Norm,1,OneFam,One_Story,2,3,1959,1959,Gable,1,AsbShng,AsbShng,None,0,0,1,CBlock,2,2,1,2,4,3,243,301,876,GasA,1,Y,876,0,0,3,1,1,5,Typ,0,0,Detchd,Unf,320,2,2,Paved,0,None,0,3,2009,WD ,Normal,85000,0.0,1.0,876.0,0.0,0.0,0.0,130843.38144329897
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,11767,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_Story,3,3,1950,1950,Gable,1,MetalSd,MetalSd,None,0,0,1,CBlock,3,2,2,3,6,1,0,0,1078,GasA,1,Y,1368,0,0,3,1,1,6,Min1,0,0,Attchd,RFn,195,2,2,Paved,0,Shed,900,6,2009,WD ,Normal,120000,1.0,1.0,1368.0,0.0,1.0,253.0,130843.38144329897
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,50,8405,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_and_Half_Fin,2,5,1945,1950,Gable,1,WdShing,Wd Shng,None,0,0,1,Slab,0,0,0,0,5,0,0,0,0,Wall,1,N,1088,441,0,4,1,1,9,Mod,0,0,Detchd,Unf,240,2,2,Dirt_Gravel,92,None,0,4,2009,WD ,Normal,98000,0.0,2.0,1529.0,0.0,1.0,186.0,130843.38144329897
One_Story_1945_and_Older,Residential_Low_Density,56,4060,1,0,Regular,Lvl,1,Corner,Gtl,Edwards,Feedr,1,OneFam,One_Story,3,7,1922,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,PConc,3,2,1,1,7,1,0,864,864,GasA,4,Y,864,0,0,2,1,1,4,Typ,0,0,No_Garage,No_Garage,0,0,0,Paved,0,None,0,7,2009,WD ,Normal,99900,0.0,1.0,864.0,0.0,1.0,97.0,130843.38144329897
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,10206,1,0,Regular,Lvl,1,Corner,Gtl,Edwards,Norm,1,OneFam,One_Story,5,5,1952,1952,Flat,0,BrkComm,Brk Cmn,None,0,0,1,Slab,0,0,0,0,5,0,0,0,0,GasW,2,N,944,0,0,2,1,2,4,Min1,0,0,Detchd,Unf,528,2,3,Paved,0,None,0,7,2009,WD ,Normal,82000,0.0,1.0,944.0,0.0,0.0,0.0,130843.38144329897
Duplex_All_Styles_and_Ages,Residential_Low_Density,65,10926,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,Duplex,One_Story,3,3,1959,1959,Hip,1,VinylSd,VinylSd,BrkFace,74,0,1,CBlock,2,2,1,1,7,1,0,1678,1678,GasA,1,Y,1678,0,0,6,2,1,10,Typ,0,0,No_Garage,No_Garage,0,0,0,Paved,0,None,0,8,2009,WD ,Normal,119900,0.0,2.0,1678.0,0.0,0.0,0.0,130843.38144329897
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,11767,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_Story,3,3,1956,1956,Hip,1,HdBoard,HdBoard,BrkFace,259,0,1,CBlock,2,2,1,3,6,1,0,604,1150,GasA,4,Y,1560,0,0,2,1,1,7,Min1,1,2,Attchd,Unf,313,2,2,Paved,0,None,0,5,2009,WD ,Normal,103500,0.0,1.0,1560.0,0.0,0.0,0.0,130843.38144329897
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,8926,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,Edwards,Norm,1,OneFam,One_Story,2,5,1956,1956,Gable,1,AsbShng,AsbShng,None,0,0,1,CBlock,2,2,1,1,7,1,0,672,672,GasA,4,Y,960,0,0,3,1,1,5,Typ,0,0,Basment,Unf,288,2,2,Paved,64,None,0,10,2009,COD,Abnorml,112000,0.0,1.0,960.0,0.0,1.0,0.0,130843.38144329897
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,67,12354,1,1,Regular,Lvl,1,Corner,Gtl,Edwards,Norm,1,OneFam,One_and_Half_Fin,4,7,1920,2000,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,2,3,2,1,7,1,0,684,684,GasA,3,Y,684,512,0,3,1,3,7,Typ,0,0,Detchd,Unf,528,2,2,Paved,0,Shed,800,8,2009,ConLI,Normal,110000,0.0,1.0,1196.0,0.0,1.0,47.0,130843.38144329897
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,45,8212,1,1,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_and_Half_Fin,3,4,1941,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,CBlock,2,2,1,3,6,1,0,94,720,GasA,4,Y,854,444,0,3,1,1,6,Typ,2,4,Detchd,Unf,256,2,2,Paved,84,None,0,9,2009,WD ,Normal,122000,0.0,1.0,1298.0,0.0,0.0,0.0,130843.38144329897
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10998,1,1,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_and_Half_Fin,3,3,1941,1960,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,CBlock,2,2,1,2,4,4,420,156,984,GasA,4,Y,984,620,0,3,1,1,6,Min2,0,0,Detchd,Unf,660,2,2,Paved,0,None,0,7,2009,WD ,Normal,117000,0.0,2.0,1604.0,0.0,1.0,69.0,130843.38144329897
One_and_Half_Story_Finished_All_Ages,Residential_High_Density,70,6300,1,1,Regular,Lvl,1,Corner,Gtl,South_and_West_of_Iowa_State_University,Norm,1,OneFam,One_and_Half_Fin,3,2,1938,1950,Gable,1,MetalSd,MetalSd,BrkFace,88,0,1,PConc,2,3,1,2,4,1,0,0,832,GasA,1,Y,832,436,0,3,1,1,7,Typ,2,4,Basment,Unf,250,2,2,Paved,0,None,0,7,2009,WD ,Abnorml,160000,0.0,2.0,1268.0,0.0,1.0,56.0,135071.9375
One_and_Half_Story_Finished_All_Ages,Residential_High_Density,55,4500,1,1,Moderately_Irregular,Bnk,1,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,1,OneFam,One_and_Half_Fin,3,3,1932,2000,Gable,1,VinylSd,Stucco,None,0,0,1,BrkTil,2,2,1,3,6,1,0,611,793,GasA,4,Y,848,672,0,3,1,1,6,Typ,0,0,Detchd,Unf,281,2,2,Paved,0,None,0,7,2009,WD ,Abnorml,159434,0.0,1.0,1520.0,0.0,1.0,57.0,135071.9375
One_Story_1945_and_Older,Residential_Low_Density,60,8400,1,0,Regular,Bnk,1,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,1,OneFam,One_Story,1,3,1920,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,CBlock,2,3,1,3,6,1,0,0,290,GasA,1,N,438,0,0,1,1,2,3,Typ,0,0,Detchd,Unf,246,2,2,Dirt_Gravel,0,None,0,1,2009,WD ,Normal,60000,0.0,1.0,438.0,0.0,0.0,0.0,135071.9375
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,9900,1,0,Regular,Lvl,1,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,1,OneFam,One_and_Half_Fin,4,6,1940,1950,Gable,1,VinylSd,VinylSd,None,0,0,1,BrkTil,2,2,1,1,7,1,0,778,778,GasA,1,Y,944,545,0,3,1,1,7,Typ,1,4,Detchd,Unf,240,2,2,Paved,335,None,0,7,2009,WD ,Normal,139500,0.0,2.0,1489.0,0.0,0.0,0.0,135071.9375
Two_and_Half_Story_All_Ages,Residential_Low_Density,102,15863,1,0,Regular,Lvl,1,Corner,Gtl,South_and_West_of_Iowa_State_University,Norm,1,OneFam,Two_and_Half_Fin,6,5,1920,1970,Gable,1,Wd Sdng,Plywood,None,0,0,1,BrkTil,2,2,1,6,3,1,0,301,824,GasA,4,Y,1687,998,397,5,1,1,12,Typ,2,2,Basment,Fin,672,2,2,Paved,136,None,0,8,2009,WD ,Normal,197000,1.0,3.0,2685.0,0.0,1.0,64.0,135071.9375
Two_Story_1945_and_Older,Residential_Low_Density,43,5707,1,0,Regular,Bnk,1,Inside,Gtl,South_and_West_of_Iowa_State_University,Feedr,1,OneFam,Two_Story,4,4,1935,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,2,2,1,1,7,1,0,583,583,GasA,3,Y,647,595,0,3,1,1,6,Typ,1,4,Detchd,Unf,180,3,2,Paved,329,None,0,3,2009,WD ,Normal,105000,0.0,2.0,1242.0,0.0,1.0,97.0,135071.9375
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,65,7804,1,0,Regular,Lvl,1,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,1,OneFam,One_and_Half_Fin,2,5,1928,1950,Gable,1,WdShing,Plywood,None,0,0,1,BrkTil,2,2,1,4,2,1,0,500,1122,GasA,1,Y,1328,653,0,4,1,3,7,Min2,2,2,Detchd,Unf,576,2,2,Paved,431,None,0,12,2009,WD ,Normal,135000,1.0,2.0,1981.0,0.0,1.0,45.0,135071.9375
One_Story_1945_and_Older,Residential_Low_Density,64,8574,1,0,Regular,Lvl,1,Inside,Gtl,Crawford,Norm,1,OneFam,One_Story,4,7,1916,2000,Gable,1,Stucco,Stucco,None,0,2,1,BrkTil,2,2,1,1,7,1,0,816,816,GasA,4,Y,1232,0,0,3,1,3,6,Typ,1,4,Detchd,Unf,440,2,2,Paved,0,None,0,10,2009,WD ,Normal,147500,0.0,1.0,1232.0,0.0,1.0,181.0,207550.83495145632
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,51,6171,1,0,Regular,Lvl,1,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,1,OneFam,One_and_Half_Fin,4,4,1925,1990,Gable,1,WdShing,Wd Shng,None,0,0,1,BrkTil,2,2,1,4,2,1,0,712,976,GasA,4,Y,1160,448,0,3,1,3,7,Typ,1,4,Detchd,Unf,216,3,2,Paved,147,None,0,10,2009,WD ,Normal,137450,0.0,3.0,1608.0,0.0,1.0,17.0,135071.9375
Two_Story_1945_and_Older,Residential_Low_Density,60,7200,1,0,Regular,Lvl,1,Inside,Gtl,South_and_West_of_Iowa_State_University,Feedr,1,OneFam,Two_Story,6,8,1936,2007,Gable,1,Wd Sdng,Wd Sdng,None,0,2,3,PConc,4,4,1,5,1,4,210,0,560,GasA,4,Y,575,560,0,3,1,3,6,Typ,0,0,Detchd,RFn,576,2,2,Paved,256,None,0,4,2009,WD ,Normal,155000,1.0,1.0,1135.0,0.0,0.0,0.0,135071.9375
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,57,7558,1,0,Regular,Bnk,1,Inside,Gtl,Crawford,Norm,1,OneFam,One_and_Half_Fin,4,4,1928,1950,Gable,1,BrkFace,Stone,None,0,0,1,BrkTil,2,2,1,1,7,1,0,896,896,GasA,3,Y,1172,741,0,3,1,1,9,Typ,1,2,Detchd,Unf,342,3,3,Paved,0,None,0,3,2009,WD ,Normal,177000,0.0,2.0,1913.0,0.0,0.0,0.0,207550.83495145632
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,52,6292,1,0,Regular,Lvl,1,Inside,Gtl,South_and_West_of_Iowa_State_University,Norm,1,OneFam,One_and_Half_Fin,6,6,1928,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,2,2,1,1,7,1,0,861,861,GasA,3,Y,877,600,0,3,1,1,6,Typ,1,4,Detchd,Unf,216,2,2,Paved,0,None,0,8,2009,WD ,Normal,145000,1.0,2.0,1477.0,0.0,1.0,51.0,135071.9375
Two_Story_1945_and_Older,Residential_Low_Density,53,7155,1,0,Regular,Lvl,1,Inside,Gtl,Crawford,Norm,1,OneFam,Two_Story,6,7,1918,1990,Gambrel,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,2,3,2,1,7,1,0,600,600,GasA,4,Y,628,600,0,3,1,1,6,Typ,1,4,Detchd,Unf,215,3,2,Paved,0,None,0,5,2009,WD ,Normal,137000,0.0,1.0,1228.0,0.0,1.0,113.0,207550.83495145632
Two_Story_1945_and_Older,Residential_Low_Density,53,10918,1,0,Regular,Lvl,1,Inside,Gtl,Crawford,Norm,1,OneFam,Two_Story,6,8,1926,2004,Gambrel,1,MetalSd,MetalSd,None,0,2,1,BrkTil,4,2,1,1,7,1,0,1276,1276,GasA,4,Y,1276,804,0,3,1,3,9,Typ,2,4,Detchd,Unf,282,2,2,Paved,0,None,0,6,2009,WD ,Normal,234000,0.0,2.0,2080.0,0.0,1.0,0.0,207550.83495145632
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,13680,1,0,Regular,HLS,1,Inside,Mod,Crawford,Norm,1,OneFam,One_and_Half_Fin,3,4,1940,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,CBlock,2,2,1,5,1,1,0,112,840,GasA,4,Y,840,727,0,2,1,1,6,Min2,2,2,Detchd,Unf,440,2,2,Paved,0,None,0,2,2009,WD ,Normal,205000,1.0,2.0,1567.0,0.0,1.0,172.0,207550.83495145632
Two_Story_1945_and_Older,Residential_Low_Density,0,7500,1,0,Slightly_Irregular,Bnk,1,Inside,Gtl,Crawford,Norm,1,OneFam,Two_Story,4,6,1942,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,CBlock,2,2,1,4,2,1,0,224,771,GasA,2,Y,753,741,0,3,1,3,7,Typ,2,4,Attchd,Unf,213,2,2,Partial_Pavement,0,None,0,11,2009,WD ,Normal,177500,0.0,1.0,1494.0,0.0,1.0,0.0,207550.83495145632
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,130,9600,1,0,Slightly_Irregular,HLS,1,Inside,Gtl,Crawford,Norm,1,OneFam,One_and_Half_Fin,3,6,1940,1950,Gable,1,MetalSd,MetalSd,None,0,2,3,BrkTil,2,3,1,3,6,1,0,300,728,GasA,4,Y,976,332,0,2,1,1,7,Min2,2,2,Detchd,Unf,256,2,2,Paved,0,None,0,6,2009,WD ,Normal,160000,1.0,2.0,1308.0,0.0,1.0,71.0,207550.83495145632
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,14680,1,1,Slightly_Irregular,HLS,1,Inside,Gtl,Crawford,Norm,1,OneFam,One_Story,3,2,1960,1960,Gable,1,MetalSd,MetalSd,None,0,0,1,CBlock,2,2,1,3,6,1,0,480,1273,GasA,4,Y,1273,0,0,2,1,1,5,Typ,0,0,Attchd,Unf,307,2,2,Paved,483,None,0,6,2009,WD ,Normal,155000,0.0,1.0,1273.0,0.0,1.0,0.0,207550.83495145632
One_Story_1945_and_Older,Residential_Low_Density,80,13360,1,1,Slightly_Irregular,HLS,1,Inside,Gtl,Crawford,Norm,1,OneFam,One_Story,3,6,1921,2006,Gable,1,Wd Sdng,Wd Sdng,None,0,0,3,BrkTil,4,2,1,5,1,1,0,163,876,GasA,4,Y,964,0,0,2,1,1,5,Typ,0,0,Detchd,Unf,432,2,2,Paved,0,None,0,8,2009,WD ,Normal,163500,1.0,1.0,964.0,0.0,1.0,45.0,207550.83495145632
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,54,7681,1,0,Slightly_Irregular,Lvl,1,FR2,Gtl,Crawford,Norm,1,OneFam,One_and_Half_Fin,3,4,1921,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,2,2,1,1,7,1,0,731,731,GasA,4,Y,820,523,0,3,1,1,7,Typ,1,4,Detchd,Unf,186,3,2,Paved,192,None,0,7,2009,WD ,Normal,154900,0.0,2.0,1343.0,0.0,1.0,103.0,207550.83495145632
Duplex_All_Styles_and_Ages,Residential_Low_Density,0,8145,1,0,Slightly_Irregular,HLS,1,Corner,Gtl,Crawford,Norm,1,Duplex,Two_and_Half_Unf,6,4,1940,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,2,2,1,2,4,1,0,674,920,GasA,4,Y,1240,1240,0,5,2,1,13,Typ,2,4,Detchd,Unf,400,2,2,Paved,0,None,0,7,2009,WD ,Normal,205000,0.0,3.0,2480.0,0.0,1.0,58.0,207550.83495145632
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,9100,1,0,Regular,Lvl,1,Inside,Gtl,Crawford,Feedr,1,OneFam,One_Story,3,4,1954,1954,Gable,1,BrkFace,BrkFace,None,0,0,3,BrkTil,2,2,2,3,6,5,694,264,1112,GasA,4,Y,1112,0,0,2,1,1,6,Typ,1,4,Attchd,Unf,390,2,2,Paved,0,None,0,10,2009,WD ,Family,144800,1.0,1.0,1112.0,0.0,0.0,0.0,207550.83495145632
Two_Story_1945_and_Older,Residential_Low_Density,75,12000,1,0,Regular,Bnk,1,Inside,Gtl,Crawford,Norm,1,OneFam,Two_Story,6,6,1941,1950,Gable,1,MetalSd,MetalSd,None,0,0,1,CBlock,2,2,1,3,6,1,0,429,704,GasA,4,Y,860,704,0,3,1,2,7,Typ,1,4,Attchd,Unf,234,2,2,Paved,0,None,0,7,2009,WD ,Normal,174500,0.0,2.0,1564.0,0.0,0.0,0.0,207550.83495145632
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,13339,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Crawford,Norm,1,OneFam,One_Story,4,4,1960,1960,Gable,1,HdBoard,Plywood,Stone,132,0,1,CBlock,2,2,1,2,4,4,875,621,1561,GasA,1,Y,1561,0,0,3,1,1,6,Typ,1,4,Attchd,Fin,463,2,2,Paved,0,None,0,5,2009,WD ,Normal,193000,1.0,2.0,1561.0,0.0,1.0,148.0,207550.83495145632
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,78,15600,1,0,Regular,Bnk,1,Inside,Gtl,Crawford,Norm,1,OneFam,One_and_Half_Fin,3,6,1949,2005,Gable,1,BrkComm,Brk Cmn,None,0,0,1,BrkTil,2,2,1,4,2,3,507,248,1067,GasW,2,N,986,537,0,3,1,2,7,Maj2,1,2,Attchd,Unf,295,2,2,Paved,0,None,0,10,2009,WD ,Normal,158000,1.0,2.0,1523.0,0.0,1.0,82.0,207550.83495145632
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,14000,1,0,Regular,Lvl,1,Inside,Gtl,Crawford,Norm,1,OneFam,One_Story,4,7,1950,2004,Gable,1,HdBoard,HdBoard,None,0,0,3,CBlock,2,2,1,1,7,1,0,1092,1092,GasA,4,Y,1152,0,0,3,1,3,6,Typ,1,4,Attchd,Unf,300,2,2,Paved,0,None,0,8,2009,WD ,Family,158500,1.0,1.0,1152.0,0.0,1.0,37.0,207550.83495145632
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,100,17500,1,0,Regular,Bnk,1,Corner,Mod,Crawford,PosA,1,OneFam,One_Story,4,3,1954,1954,Gable,1,HdBoard,HdBoard,Stone,420,0,1,PConc,2,2,3,2,4,4,435,91,1310,GasA,4,Y,1906,0,0,3,1,1,6,Typ,2,4,Basment,Unf,576,2,2,Paved,0,None,0,1,2009,WD ,Normal,224000,1.0,2.0,1906.0,0.0,1.0,202.0,207550.83495145632
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,1733,1,0,Regular,Lvl,1,Inside,Gtl,Blueste,Norm,1,Twnhs,Two_Story,4,4,1980,1980,Gable,1,MetalSd,MetalSd,None,0,0,1,CBlock,2,2,1,1,7,1,0,516,516,GasA,1,Y,516,516,0,2,1,1,5,Typ,1,2,Detchd,Unf,452,2,2,Paved,279,None,0,5,2009,WD ,Normal,115000,0.0,1.0,1032.0,0.0,0.0,0.0,143590.0
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,1488,1,0,Regular,Lvl,1,Inside,Gtl,Blueste,Norm,1,TwnhsE,Two_Story,4,4,1980,1992,Gable,1,MetalSd,MetalSd,None,0,0,3,CBlock,4,2,2,5,1,1,0,90,561,GasA,1,Y,561,668,0,2,1,3,5,Typ,1,2,Attchd,Fin,462,2,2,Paved,176,None,0,10,2009,WD ,Normal,137000,1.0,2.0,1229.0,0.0,0.0,0.0,143590.0
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,1612,1,0,Regular,Lvl,1,Inside,Gtl,Blueste,Norm,1,Twnhs,Two_Story,4,4,1980,1980,Gable,1,MetalSd,MetalSd,None,0,0,1,CBlock,4,2,1,1,7,1,0,561,561,GasA,1,Y,561,668,0,2,1,1,5,Typ,1,2,Attchd,Fin,462,2,2,Paved,154,None,0,7,2009,WD ,Normal,121000,0.0,2.0,1229.0,0.0,0.0,0.0,143590.0
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,1300,1,0,Regular,Lvl,1,Inside,Gtl,Blueste,Norm,1,TwnhsE,Two_Story,4,4,1980,1980,Gable,1,MetalSd,MetalSd,None,0,0,1,CBlock,4,2,1,5,1,1,0,276,561,GasA,1,Y,561,668,0,2,1,1,5,Typ,1,2,Attchd,Fin,462,2,2,Paved,150,None,0,5,2009,WD ,Normal,124000,0.0,2.0,1229.0,0.0,0.0,0.0,143590.0
Split_or_Multilevel,Residential_Low_Density,0,13607,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Crawford,Norm,1,OneFam,SLvl,4,4,1986,1986,Gable,1,VinylSd,VinylSd,BrkFace,242,0,3,CBlock,2,2,1,5,1,1,0,118,572,GasA,3,Y,1182,800,0,3,1,1,6,Typ,1,2,BuiltIn,Fin,501,2,2,Paved,400,Shed,1500,4,2009,WD ,Normal,208000,1.0,3.0,1982.0,0.0,1.0,113.0,207550.83495145632
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,17597,1,0,Regular,Bnk,1,Inside,Gtl,Crawford,Norm,1,OneFam,One_Story,6,8,1971,2009,Hip,1,BrkFace,BrkFace,None,0,2,3,CBlock,4,2,1,6,3,5,419,581,1803,GasA,1,Y,2365,0,0,3,1,4,7,Min1,2,4,Attchd,Fin,551,2,2,Paved,200,None,0,7,2009,WD ,Normal,315000,1.0,2.0,2365.0,0.0,1.0,145.0,207550.83495145632
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,21695,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,Crawford,Norm,1,OneFam,One_Story,4,8,1988,2007,Hip,1,Wd Sdng,Plywood,BrkFace,260,2,3,CBlock,4,2,1,6,3,1,0,72,880,GasA,4,Y,1680,0,0,3,1,3,5,Typ,1,4,Attchd,Fin,540,2,2,Paved,292,None,0,12,2009,WD ,Normal,222000,1.0,2.0,1680.0,0.0,1.0,227.0,207550.83495145632
Two_Story_1945_and_Older,Residential_Medium_Density,59,10690,1,0,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,Two_Story,3,6,1920,1997,Hip,1,VinylSd,VinylSd,None,0,0,3,CBlock,2,3,1,3,6,1,0,216,672,GasA,3,Y,672,672,0,3,1,1,6,Typ,0,0,Detchd,Unf,468,2,3,Paved,0,None,0,7,2009,WD ,Normal,147000,0.0,1.0,1344.0,0.0,1.0,347.0,103752.90322580645
Two_Story_1945_and_Older,Residential_Medium_Density,50,8660,1,0,Regular,Bnk,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,Two_Story,3,4,1900,1993,Gambrel,1,AsbShng,AsbShng,None,0,0,1,BrkTil,2,2,1,1,7,1,0,760,760,GasA,4,N,928,928,312,5,1,3,11,Typ,0,0,Detchd,Unf,576,2,2,Paved,467,None,0,12,2009,WD ,Normal,123000,0.0,2.0,1856.0,0.0,1.0,239.0,103752.90322580645
Two_Story_1945_and_Older,Residential_Medium_Density,60,6402,1,0,Regular,Lvl,1,Corner,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,Two_Story,3,3,1920,1950,Gable,1,Wd Sdng,Wd Shng,None,0,0,1,PConc,2,2,2,1,7,1,0,596,596,GasA,1,N,596,596,0,3,1,1,6,Typ,0,0,Detchd,Unf,189,3,3,Dirt_Gravel,0,None,0,7,2009,WD ,Normal,78000,0.0,1.0,1192.0,0.0,1.0,138.0,103752.90322580645
One_and_Half_Story_Finished_All_Ages,C_all,105,8470,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,Iowa_DOT_and_Rail_Road,Feedr,0,OneFam,One_and_Half_Fin,5,1,1915,1982,Hip,1,Plywood,Plywood,None,0,1,2,CBlock,2,3,1,1,7,1,0,1013,1013,GasA,1,N,1013,0,513,2,1,2,6,Typ,0,0,No_Garage,No_Garage,0,0,0,Dirt_Gravel,0,None,0,10,2009,ConLD,Abnorml,85000,0.0,1.0,1013.0,0.0,1.0,157.0,103752.90322580645
One_Story_1945_and_Older,C_all,60,10200,1,1,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,One_Story,2,4,1925,1950,Gable,1,MetalSd,MetalSd,None,0,0,1,BrkTil,2,2,1,1,7,1,0,572,572,GasA,2,N,572,0,0,2,1,1,4,Typ,0,0,Detchd,Unf,200,2,2,Dirt_Gravel,0,None,0,5,2009,WD ,Normal,75000,0.0,1.0,572.0,0.0,1.0,73.0,103752.90322580645
One_Story_PUD_1946_and_Newer,Residential_Medium_Density,44,3843,1,0,Slightly_Irregular,HLS,1,Inside,Mod,Crawford,Norm,1,TwnhsE,One_Story,7,3,2007,2008,Hip,1,CemntBd,CmentBd,Stone,174,3,1,PConc,5,2,4,6,3,1,0,120,1596,GasA,4,Y,1648,0,0,2,1,4,5,Typ,1,4,Attchd,Fin,482,2,2,Paved,162,None,0,6,2009,New,Partial,230000,2.0,2.0,1648.0,0.0,1.0,207.0,207550.83495145632
One_Story_1945_and_Older,I_all,109,21780,0,0,Regular,Lvl,0,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,One_Story,1,2,1910,1950,Gable,1,Wd Sdng,Wd Sdng,None,0,1,2,CBlock,0,0,0,0,5,0,0,0,0,GasA,1,N,810,0,0,1,1,1,4,Min1,0,0,Detchd,Unf,280,2,2,Dirt_Gravel,119,None,0,3,2009,ConLD,Normal,57625,0.0,1.0,810.0,0.0,1.0,25.0,103752.90322580645
Two_Story_1946_and_Newer,Residential_Low_Density,75,10125,1,0,Regular,Lvl,1,Inside,Gtl,Mitchell,Norm,1,OneFam,Two_Story,7,3,2000,2001,Gable,1,CemntBd,CmentBd,None,0,2,1,PConc,4,2,1,5,1,4,250,412,1107,GasA,4,Y,1040,1012,0,3,1,3,7,Typ,1,2,BuiltIn,Fin,642,2,2,Paved,210,None,0,5,2009,WD ,Normal,251000,0.0,3.0,2052.0,0.0,1.0,92.0,162226.63157894736
